path	hits	statuscodes	mimetypes
/2023-willow-has-a-home	1	200	text/html
/2023-zeva-has-a-home	1	200	text/html
/2024-Loki-has-a-home	1	200	text/html
/2024-ada-has-a-home	1	200	text/html
/2024-adoptions	1	200	text/html
/2024-apollo-has-a-home	1	200	text/html
/2024-apollo-has-a-home-2	1	200	text/html
/2024-apollo11-has-a-home	1	200	text/html
/2024-asher-has-a-home	1	200	text/html
/2024-athena-harl-has-a-home	1	200	text/html
/2024-bela-has-a-home	1	200	text/html
/2024-belle-has-a-home	1	200	text/html
/2024-big-mac-has-a-home	1	200	text/html
/2024-blu-has-a-home	1	200	text/html
/2024-blue-blue-has-a-home	1	200	text/html
/2024-blue-harl-has-a-home	1	200	text/html
/2024-bruno-has-a-home	1	200	text/html
/2024-claire-has-a-home	1	200	text/html
/2024-clementine-has-a-home	1	200	text/html
/2024-coco-has-a-home	1	200	text/html
/2024-coffee-bean-has-a-home	1	200	text/html
/2024-cowboy-has-a-home	1	200	text/html
/2024-daisy-has-a-home	1	200	text/html
/2024-dan-has-a-home	1	200	text/html
/2024-dazzle-has-a-home	1	200	text/html
/2024-dewey-has-a-home	1	200	text/html
/2024-echo-has-a-home	1	200	text/html
/2024-echo-ronan-have-a-home	1	200	text/html
/2024-ella-has-a-home	1	200	text/html
/2024-ember-has-a-home	1	200	text/html
/2024-harlem-has-a-home	1	200	text/html
/2024-huey-has-a-home	1	200	text/html
/2024-ivy-has-a-home	1	200	text/html
/2024-kai-has-a-home	1	200	text/html
/2024-kira-has-a-home	1	200	text/html
/2024-korbin-has-a-home	1	200	text/html
/2024-kumo-has-a-home	1	200	text/html
/2024-lady-has-a-home	1	200	text/html
/2024-lily-has-a-home	1	200	text/html
/2024-louie-has-a-home	1	200	text/html
/2024-lu-has-a-home	1	200	text/html
/2024-luna-has-a-home	1	200	text/html
/2024-magggie-has-a-home	1	200	text/html
/2024-maggie-has-a-home	1	200	text/html
/2024-maivis-has-a-home	1	200	text/html
/2024-maizy-has-a-home	1	200	text/html
/2024-malakai-has-a-home	1	200	text/html
/2024-maverick-and-milley-have-a-home	1	200	text/html
/2024-millie-has-a-home	1	200	text/html
/2024-milo-has-a-home	1	200	text/html
/2024-moose-has-a-home	1	200	text/html
/2024-niko-has-a-home	1	200	text/html
/2024-nova-has-a-home	1	200	text/html
/2024-oreo-has-a-home	1	200	text/html
/2024-ramona-has-a-home	1	200	text/html
/2024-remus-has-a-home	1	200	text/html
/2024-romeo-has-a-home	1	200	text/html
/2024-ryven-has-a-home	1	200	text/html
/2024-sailor-has-a-home	1	200	text/html
/2024-salem-has-a-home	1	200	text/html
/2024-scooby-doo-has-a-home	1	200	text/html
/2024-scout-has-a-home	1	200	text/html
/2024-siryn-rey-has-a-home	1	200	text/html
/2024-skoll-has-a-home	1	200	text/html
/2024-stetson-has-a-home	1	200	text/html
/2024-successes	1	200	text/html
/2024-thor-has-a-home	1	200	text/html
/2024-tyr-has-a-home	1	200	text/html
/2024-tyson-has-a-home	1	200	text/html
/2024-vader-has-a-home	1	200	text/html
/2024-watson-has-a-home	1	200	text/html
/2024-zeus-has-a-home	1	200	text/html
/2025-arlo-has-a-home	1	200	text/html
/2025-bailey-has-a-home	1	200	text/html
/2025-bear-has-a-home	1	200	text/html
/2025-bee-has-a-home	1	200	text/html
/2025-bella-has-a-home	1	200	text/html
/2025-bentley-has-a-home	1	200	text/html
/2025-blue-has-a-home	1	200	text/html
/2025-bolt-has-a-home	1	200	text/html
/2025-bruce-has-a-home	1	200	text/html
/2025-bruno-fawn-has-a-home	1	200	text/html
/2025-bruno-has-a-home	1	200	text/html
/2025-bunker-has-a-home	1	200	text/html
/2025-butter-has-a-home	1	200	text/html
/2025-calendars	1	200	text/html
/2025-dakota-has-a-home	1	200	text/html
/2025-dane-has-a-home	1	200	text/html
/2025-donut-has-a-home	1	200	text/html
/2025-duke-has-a-home	1	200	text/html
/2025-echo-has-a-home	1	200	text/html
/2025-erza-has-a-home	1	200	text/html
/2025-forest-has-a-home	1	200	text/html
/2025-groot-has-a-home	1	200	text/html
/2025-harley-brindle-has-a-home	1	200	text/html
/2025-harley-merle-has-a-home	1	200	text/html
/2025-hennessey-has-a-home	1	200	text/html
/2025-jack-has-a-home	1	200	text/html
/2025-josie-has-a-home	1	200	text/html
/2025-journey-has-a-home	1	200	text/html
/2025-kara-has-a-home	1	200	text/html
/2025-lady-has-a-home	1	200	text/html
/2025-leo-has-a-home	1	200	text/html
/2025-lilah-has-a-home	1	200	text/html
/2025-loki-has-a-home	1	200	text/html
/2025-maximus-has-a-home	1	200	text/html
/2025-merle-has-a-home	1	200	text/html
/2025-milan-has-a-home	1	200	text/html
/2025-misty-has-a-home	1	200	text/html
/2025-moose-has-a-home	1	200	text/html
/2025-odie-has-a-home	1	200	text/html
/2025-oliver-has-a-home	1	200	text/html
/2025-onyx-has-a-home	1	200	text/html
/2025-phantom-has-a-home	1	200	text/html
/2025-phoenix-has-a-home	1	200	text/html
/2025-roxxy-has-a-home	1	200	text/html
/2025-sammi-has-a-home	1	200	text/html
/2025-scooby-has-a-home	1	200	text/html
/2025-sheba-has-a-home	1	200	text/html
/2025-successes	1	200	text/html
/2025-sven-has-a-home	1	200	text/html
/2025-tiny-tim-has-a-home	1	200	text/html
/2025-toby-has-a-home	1	200	text/html
/2025-tux-has-a-home	1	200	text/html
/2025-velma-has-a-home	1	200	text/html
/2025-winston-has-a-home	1	200	text/html
/2025-zelda-has-a-home	1	200	text/html
/2025-zena-has-a-home	1	200	text/html
/2026-chloe-has-a-home	1	200	text/html
/2026-successes	1	200	text/html
/3927-2	1	200	text/html
/4435-2	1	200	text/html
/5355-2	1	200	text/html
/6516-2	1	200	text/html
/==========================================================REASON	1	301	text/html
/Adoptable_Grea.html	1	200	text/html
/Adoptable_Grex.html	1	200	text/html
/Adoptables_CrossPost.html	1	200	text/html
/Adoption_Infor.html	1	200	text/html
/Adoption_Infox.html	1	200	text/html
/Boswell.html	1	200	text/html
/BusinessoftheMonth.html	1	200	text/html
/BusinessoftheMonthMarch09.html	1	200	text/html
/BusinessoftheMonth_April09.html	1	200	text/html
/BusinessoftheMonth_July09.html	1	404	text/html
/BusinessoftheMonth_May09.html	1	200	text/html
/CHLOE	1	301	text/html
/ContactUs.html	1	200	text/html
/Contact_Us.html	1	200	text/html
/Contact_Usx.html	1	200	text/html
/DaneAntics01.html	1	200	text/html
/DaneAntics01x.html	1	200	text/html
/DaneAntics02.html	1	200	text/html
/DaneAntics02x.html	1	200	text/html
/DaycarePartners.html	1	200	text/html
/DogsRights.html	1	200	text/html
/DogsRightsx.html	1	200	text/html
/Events.html	1	200	text/html
/Eventsx.html	1	200	text/html
/FosterDaneCosts.html	1	200	text/html
/GD_Fact_Sheet.html	1	200	text/html
/GD_Fact_Sheetx.html	1	200	text/html
/GD_Thumbnail.html	1	200	text/html
/GD_Thumbnailx.html	1	200	text/html
/Great_Dane_Lin.html	1	200	text/html
/Great_Dane_Lix.html	1	200	text/html
/Great_Dane_Pic.html	1	200	text/html
/Great_Dane_Pix.html	1	200	text/html
/Great_Dane_Rescue_links	1	404	text/html
/Great_Dane_Rescue_linksx.html	1	200	text/html
/Hamlet.html	1	200	text/html
/Hamletaward.html	1	200	text/html
/HolidayGivingTree.htm	1	200	text/html
/Home.html	1	200	text/html
/Homex.html	1	200	text/html
/HowCould_You.html	1	200	text/html
/HowCould_Youx.html	1	200	text/html
/Isis.html	1	200	text/html
/Isisx.html	1	200	text/html
/JPOMD01.html	1	200	text/html
/JPOMD01x.html	1	200	text/html
/JPOMD02.html	1	200	text/html
/JPOMD02x.html	1	200	text/html
/JPOMD03.html	1	200	text/html
/JPOMD03x.html	1	200	text/html
/KSDanes.htm	1	200	text/html
/Lacey.htm	1	200	text/html
/LemonadeStand.htm	1	200	text/html
/Manson.html	1	200	text/html
/MissingPets	1	301	text/html
/Myfoster.html	1	200	text/html
/Needs_List.html	1	200	text/html
/Needs_Listx.html	1	200	text/html
/Newsletter Page 3.htm	1	200	text/html
/Newsletter Page 4.htm	1	200	text/html
/Organization.html	1	200	text/html
/Organizationx.html	1	200	text/html
/Our_Successes.html	1	200	text/html
/Our_Successes10x.html	1	200	text/html
/Our_Successes11x.html	1	200	text/html
/Our_Successes12x.html	1	200	text/html
/Our_Successes2x.html	1	200	text/html
/Our_Successes3x.html	1	200	text/html
/Our_Successes4x.html	1	200	text/html
/Our_Successes5x.html	1	200	text/html
/Our_Successes6x.html	1	200	text/html
/Our_Successes7x.html	1	200	text/html
/Our_Successes8x.html	1	200	text/html
/Our_Successes9x.html	1	200	text/html
/Our_Successesx.html	1	200	text/html
/PYearSucc.html	1	200	text/html
/PYearSuccx.html	1	200	text/html
/PetInsusrance.html	1	200	text/html
/PupMem.html	1	200	text/html
/PupMemx.html	1	200	text/html
/QuiltRaffle.html	1	200	text/html
/RMGDRI	1	404	text/html
/RMGDRI Adoption Application.doc	1	200	application/msword
/RMGDRI Application for Adoption v1-1.doc	1	200	application/msword
/RMGDRI_CalendarWinners.html	1	200	text/html
/Ra.html	1	200	text/html
/Ra1.html	1	200	text/html
/Ra1x.html	1	200	text/html
/Rax.html	1	200	text/html
/Remembering01.html	1	200	text/html
/Remembering01x.html	1	200	text/html
/Remembering02.html	1	200	text/html
/Remembering02x.html	1	200	text/html
/Remembering03.html	1	200	text/html
/Remembering03x.html	1	200	text/html
/Rolex.html	1	200	text/html
/Sheena.html	1	200	text/html
/Sheenax.html	1	200	text/html
/Shilo.html	1	200	text/html
/Shilox.html	1	200	text/html
/ShoppingRMGDRI.html	1	200	text/html
/Signs of Bloat	1	404	text/html
/Slide1.htm	1	200	text/html
/Slide2.htm	1	200	text/html
/Slide5.htm	1	200	text/html
/Slide7.htm	1	200	text/html
/SponsorDane.htm	1	200	text/html
/Store	2	200	text/html
/SuccesP2.html	1	200	text/html
/SuccesP2x.html	1	200	text/html
/SuccesP3x.html	1	200	text/html
/Successes 20089Our_Successes1x.html	1	404	text/html
/TheDaneCampaign.html	1	200	text/html
/ThenAndNow.html	1	200	text/html
/ThenAndNowx.html	1	200	text/html
/Topaz.html	1	200	text/html
/Topazx.html	1	200	text/html
/TrainerPartners.html	1	200	text/html
/Turn_in_infox.html	1	200	text/html
/Vets.html	1	200	text/html
/Vets_Akella.html	1	200	text/html
/Vetsx.html	1	200	text/html
/Volunteer_Info.html	1	200	text/html
/Volunteer_Infx.html	1	200	text/html
/abby	1	301	text/html
/abby-has-a-home	1	200	text/html
/about	1	200	text/html
/about-great-danes	1	200	text/html
/ace	1	200	text/html
/ace-has-a-home	1	200	text/html
/ada	1	200	text/html
/admin-ajax.php	1	404	text/html
/adopt	1	403	text/html
/adopt-a-senior	1	200	text/html
/adoption-application	1	200	text/html
/adoption-information	1	200	text/html
/adoption-information-2	1	200	text/html
/adoptionpackage.html	1	200	text/html
/ajax	1	301	text/html
/ajax-has-a-home	1	200	text/html
/angel	1	301	text/html
/angel-and-sergeant-have-a-home	1	200	text/html
/angel-has-a-home	1	200	text/html
/angus	1	301	text/html
/angus-has-a-home	1	200	text/html
/annabelle	1	301	text/html
/annabelle-has-a-home	1	200	text/html
/antero	1	200	text/html
/aoife	1	200	text/html
/apollo	1	301	text/html
/apollo-dane-foster-needed	1	200	text/html
/apollo-fawn	1	200	text/html
/apollo-has-a-home	1	200	text/html
/apollo-merle	1	200	text/html
/app-thank-you	1	301	text/html
/aries	1	301	text/html
/aries-has-a-home	1	200	text/html
/arlo	1	301	text/html
/arlo-has-a-home	1	200	text/html
/asa	1	301	text/html
/asa-has-a-home	1	200	text/html
/asher	1	200	text/html
/ashley	1	200	text/html
/astro	1	200	text/html
/athena	1	200	text/html
/athena-baby	1	200	text/html
/athena-harl	1	200	text/html
/athena-has-a-home	1	200	text/html
/atlas	1	200	text/html
/atlas-has-a-home	1	200	text/html
/auggie	1	200	text/html
/aurora-has-a-home	1	200	text/html
/ava	1	200	text/html
/ava-has-a-home	1	200	text/html
/available-great-danes	1	301	text/html
/available-great-danes-2	1	200	text/html
/axel	1	200	text/html
/axel-black	1	200	text/html
/babe	1	200	text/html
/bailey	1	200	text/html
/balo-has-a-home	1	200	text/html
/baloo	1	200	text/html
/barnabus	1	301	text/html
/barnibus-has-a-home	1	200	text/html
/beau	1	301	text/html
/beau-has-a-home	1	200	text/html
/beau-has-a-home-2	1	200	text/html
/bee	1	200	text/html
/bela	1	200	text/html
/bella	1	200	text/html
/bella-has-a-home	1	200	text/html
/belle	1	200	text/html
/belle-has-a-home	1	200	text/html
/benefit-wines	1	200	text/html
/benson-foster-needed	1	200	text/html
/bentley	1	200	text/html
/bently	1	301	text/html
/bently-has-a-home	1	200	text/html
/bigmac	1	200	text/html
/binky	1	200	text/html
/bison-has-a-home	1	200	text/html
/bloat.html	1	200	text/html
/blog	1	200	text/html
/blu	1	200	text/html
/blue	1	200	text/html
/blue-harlequin	1	200	text/html
/blue-has-a-home	1	200	text/html
/blue-has-a-home-2	1	200	text/html
/bo	1	200	text/html
/bo-has-a-home	1	200	text/html
/bodhi	1	200	text/html
/bolt	1	200	text/html
/bones	1	301	text/html
/bones-has-a-home	1	301	text/html
/bonnie	1	200	text/html
/bonnie-has-a-home	1	200	text/html
/boomer	1	301	text/html
/boomer-has-a-home	1	200	text/html
/boone-has-a-home	1	200	text/html
/brady	1	200	text/html
/brandi	1	200	text/html
/bristol	1	200	text/html
/bristol-has-a-home	1	200	text/html
/brodey	1	301	text/html
/bronx-has-a-home	1	200	text/html
/brooklyn	1	200	text/html
/brooklyn-has-a-home	1	200	text/html
/brooklyn-has-a-home-2	1	200	text/html
/bruce	1	200	text/html
/bruno	1	301	text/html
/bruno-fawn	1	200	text/html
/bruno-has-a-home	1	200	text/html
/bruno-mantle	1	200	text/html
/brutus	1	301	text/html
/brutus-2-has-a-home	1	200	text/html
/brutus-has-a-home	1	200	text/html
/brutus-has-a-home-2	1	200	text/html
/btAppFee.swf	1	200	application/x-shockwave-flash
/btApplication.swf	1	200	application/x-shockwave-flash
/btBusinessPartner.swf	1	200	application/x-shockwave-flash
/btContactUs.swf	1	200	application/x-shockwave-flash
/btDonate.swf	1	200	application/x-shockwave-flash
/btEmail.swf	1	200	application/x-shockwave-flash
/btEventBlog.swf	1	200	application/x-shockwave-flash
/btFAQ.swf	1	200	application/x-shockwave-flash
/btFosterCosts.swf	1	200	application/x-shockwave-flash
/btFostering.swf	1	200	application/x-shockwave-flash
/btGuidelines.swf	1	200	application/x-shockwave-flash
/btHome.swf	1	200	application/x-shockwave-flash
/btRequirements.swf	1	200	application/x-shockwave-flash
/btShopping.swf	1	200	application/x-shockwave-flash
/btSponsorADane.swf	1	200	application/x-shockwave-flash
/btTurnIn.swf	1	200	application/x-shockwave-flash
/bubas	1	200	text/html
/buck	1	200	text/html
/buddy	1	200	text/html
/bullwinkle	1	200	text/html
/bullwinkle-has-a-home	1	200	text/html
/bunker	1	200	text/html
/butter-braids	1	200	text/html
/butter-braids-denver	1	200	text/html
/butter-braids-utah	1	200	text/html
/butter_braids	1	200	text/html
/butterfly-has-a-home	1	200	text/html
/button 3.swf	1	200	application/x-shockwave-flash
/button10.swf	1	200	application/x-shockwave-flash
/button11.swf	1	200	application/x-shockwave-flash
/button19.swf	1	200	application/x-shockwave-flash
/button2.swf	1	200	application/x-shockwave-flash
/button21.swf	1	200	application/x-shockwave-flash
/button3.swf	1	200	application/x-shockwave-flash
/button4.swf	1	200	application/x-shockwave-flash
/button5.swf	1	200	application/x-shockwave-flash
/button6.swf	1	200	application/x-shockwave-flash
/button8.swf	1	200	application/x-shockwave-flash
/button9.swf	1	200	application/x-shockwave-flash
/cabo	1	301	text/html
/cabo-has-a-home	1	200	text/html
/caesar-has-a-home	1	200	text/html
/calcifer	1	200	text/html
/calendar-entry	1	200	text/html
/calendar-photo-contest	1	301	text/html
/calendar-photo-contest-entry	1	200	text/html
/calendar-photo-contest-winners	1	301	text/html
/calendars	1	200	text/html
/calico-has-a-home	1	200	text/html
/cambria	1	200	text/html
/capitan-has-a-home	1	200	text/html
/cara	1	200	text/html
/carl	1	200	text/html
/carl-has-a-home	1	200	text/html
/carlsbad-has-a-home	1	200	text/html
/cash	1	301	text/html
/casper	1	200	text/html
/cezar	1	200	text/html
/cezar-has-a-home	1	200	text/html
/chapman-has-a-home	1	200	text/html
/charlee	1	200	text/html
/charlie	1	200	text/html
/charlo-has-a-home	1	200	text/html
/charlotte-and-eleanor-have-a-home	1	200	text/html
/chaz	1	301	text/html
/chaz-has-a-home	1	200	text/html
/chester	1	301	text/html
/chevelle	1	301	text/html
/chevelle-has-a-home	1	200	text/html
/chevelle-home	1	200	text/html
/chevy	1	200	text/html
/chimayo	1	301	text/html
/chimayo-has-a-home	1	200	text/html
/chloe-has-a-home	1	200	text/html
/chloe-has-a-home-2	1	200	text/html
/chloe-has-a-home-3	1	200	text/html
/chloe-has-a-home-4	1	200	text/html
/claire	1	200	text/html
/cleo	1	301	text/html
/clyde	1	200	text/html
/clyde-has-a-home	1	200	text/html
/coco	1	200	text/html
/cocoa-has-a-home	1	200	text/html
/coffee-bean	1	200	text/html
/coloardo_events	1	200	text/html
/colorado_events	1	301	text/html
/contact-us	1	200	text/html
/cooper	1	200	text/html
/cooper-has-a-home	1	200	text/html
/covid-19-operational-information	1	200	text/html
/cowboy	1	200	text/html
/crockette	1	301	text/html
/crockette-has-a-home	1	200	text/html
/daisy	1	301	text/html
/daisy-	1	200	text/html
/daisy-harlequin	1	200	text/html
/daisy-has-a-home	1	200	text/html
/daisy-has-a-home-2	1	200	text/html
/daisy-has-a-home-2020	1	200	text/html
/daisy-has-a-home-3	1	200	text/html
/daisy-has-a-home-4	1	200	text/html
/daisy-may	1	301	text/html
/daisy-may-has-a-home	1	200	text/html
/dakota	1	200	text/html
/dallas-has-a-home	1	200	text/html
/dan	1	200	text/html
/dana-has-a-home	1	200	text/html
/dane-related-links	1	200	text/html
/dante	1	301	text/html
/dante-black	1	200	text/html
/dante-has-a-home	1	200	text/html
/dante-has-a-home-2	1	200	text/html
/dante-has-a-home-3	1	200	text/html
/dante-merle	1	301	text/html
/daytona	1	200	text/html
/daytona-has-a-home	1	200	text/html
/destination	1	301	text/html
/diego	1	200	text/html
/diesel	1	200	text/html
/diesel-has-a-home	1	200	text/html
/diesel-has-a-home-2	1	200	text/html
/dio-has-a-home	1	200	text/html
/donate	1	200	text/html
/donations-danes	1	200	text/html
/donut	1	200	text/html
/dozer	1	200	text/html
/dozer-has-a-home	1	200	text/html
/dozer-has-a-home-2	1	200	text/html
/dozer-has-a-home-3	1	200	text/html
/drago	1	200	text/html
/drakeo	1	200	text/html
/duke	1	301	text/html
/duke-black	1	200	text/html
/duke-fawnequin	1	200	text/html
/duke-has-a-home	1	200	text/html
/duke-home	1	200	text/html
/duke_crossed_rainbow_bridge	1	200	text/html
/duncan	1	200	text/html
/dutch	1	200	text/html
/dutch-has-a-home	1	200	text/html
/ebony	1	301	text/html
/ebony-has-a-home	1	200	text/html
/echo	1	200	text/html
/ella	1	200	text/html
/elvis	1	301	text/html
/elvis-has-a-home	1	200	text/html
/elvis-has-a-home-2020	1	200	text/html
/emma	1	200	text/html
/emma-has-a-home	1	200	text/html
/erza	1	200	text/html
/estrella	1	301	text/html
/ev	1	301	text/html
/events	1	200	text/html
/events-2	1	200	text/html
/faq.html	1	200	text/html
/feya	1	301	text/html
/feya-has-a-home	1	200	text/html
/fiona	1	200	text/html
/flo	1	200	text/html
/flora-has-a-home	1	200	text/html
/flower-power	1	404	text/html
/flower_power	1	200	text/html
/flowerpower	1	200	text/html
/flowerpower__trashed	1	404	text/html
/foster-application	1	200	text/html
/foster-information	1	200	text/html
/foster_Infx.html	1	200	text/html
/fosterdog.html	1	200	text/html
/francine	1	301	text/html
/francine-has-a-home	1	200	text/html
/francine-has-a-home-2	1	200	text/html
/frank-has-a-home	1	200	text/html
/freya	1	301	text/html
/freya-has-a-home	1	200	text/html
/fundraising	1	200	text/html
/gabby	1	200	text/html
/gdcalendar.html	1	200	text/html
/gemma-has-a-home	1	200	text/html
/george	1	301	text/html
/george-has-a-home	1	200	text/html
/get_involved	1	200	text/html
/gigi	1	301	text/html
/gigi-has-a-home	1	200	text/html
/gorn	1	200	text/html
/gorn-has-a-home	1	200	text/html
/grace	1	200	text/html
/grace-has-a-home	1	200	text/html
/grace-has-a-home-2	1	200	text/html
/gracie-has-a-home	1	200	text/html
/great-dane-health-resources	1	200	text/html
/great-dane-rescues	1	200	text/html
/groot	1	200	text/html
/gumby	1	200	text/html
/gunnar	1	200	text/html
/gunnar-has-a-home	1	200	text/html
/gus	1	200	text/html
/gus-has-a-home	1	200	text/html
/gus-has-a-home-2	1	200	text/html
/gypsy-rose	1	200	text/html
/gypsy-rose-has-a-home	1	200	text/html
/haley	1	200	text/html
/hank	1	301	text/html
/hank-has-a-home	1	200	text/html
/hank-home	1	200	text/html
/harlem	1	200	text/html
/harley	1	200	text/html
/harley-2	1	301	text/html
/harley-brindle	1	200	text/html
/harley-has-a-home	1	200	text/html
/harley-has-a-home-2020	1	200	text/html
/harlow	1	301	text/html
/harlow-has-a-home	1	200	text/html
/harper-fawnequin	1	200	text/html
/harper-has-a-home	1	200	text/html
/harper-mantle	1	200	text/html
/harper-mantle-has-a-home	1	200	text/html
/harvey	1	200	text/html
/haus	1	301	text/html
/haus-home	1	200	text/html
/hela	1	301	text/html
/hela-has-a-home	1	200	text/html
